date,trip_id,n_vehicles,points_kept,points_total,kept_span_sec,union_span_sec,span_ratio,overlap_sec,overlap_frac_of_kept,line_id,hour
2026-03-13,1345046_U_38,2,485,521,7336.0,7935.0,0.9245116572148708,0.0,0.0,39A,13
2026-03-13,1414833_U_35,2,525,573,7936.0,8116.0,0.9778215869886644,525.0,0.06615423387096774,OC1,13
2026-03-13,1393827_U_60,2,200,232,3057.0,5684.0,0.5378254750175933,0.0,0.0,45,14
2026-03-13,T75280,28,1835,36254,28979.0,29624.0,0.9782271131514988,26411.0,0.9113841057317368,47,15
2026-03-13,T75279,64,1843,48634,29624.0,36270.0,0.8167631651502619,29624.0,1.0,30,15
2026-03-13,T75282,3,1230,2199,18929.0,25575.0,0.7401368523949169,14274.0,0.7540810396745734,47A,15
2026-03-13,T75281,5,1142,3750,17578.0,32862.0,0.5349035359990262,16347.0,0.9299692797815451,47B,15
2026-03-13,1393827_U_17,2,215,356,3719.0,5416.0,0.6866691285081241,405.0,0.10890024200053777,45,14
2026-03-13,1393827_U_136,2,85,168,1261.0,2807.0,0.4492340577128607,0.0,0.0,45,14
2026-03-13,1399122_U_19,2,822,928,12516.0,14122.0,0.8862767313411698,0.0,0.0,38A,14
2026-03-13,1393827_U_124,2,229,312,4875.0,4875.0,1.0,1233.0,0.2529230769230769,45,14
2026-03-13,1364755_U_48,2,532,589,9258.0,9258.0,1.0,840.0,0.09073233959818536,55A,14
2026-03-13,1411585_U_12,2,228,260,3469.0,11226.0,0.3090147871013718,0.0,0.0,35,16
2026-03-13,1364755_U_52,2,269,397,4549.0,7081.0,0.6424233865273267,0.0,0.0,55A,15
2026-03-13,1399122_U_34,2,825,837,12565.0,12730.0,0.9870384917517675,0.0,0.0,38A,14
2026-03-13,1413904_U_21,2,569,581,8642.0,9183.0,0.9410867908091037,0.0,0.0,OC2,14
2026-03-13,1364755_U_7,2,425,634,6410.0,9303.0,0.6890250456841879,495.0,0.07722308892355695,55A,15
2026-03-13,1364755_U_25,2,446,575,6741.0,9258.0,0.7281270252754375,0.0,0.0,55A,15
2026-03-13,1414833_U_29,2,328,617,4999.0,9053.0,0.5521926433226555,285.0,0.05701140228045609,OC1,16
2026-03-13,1393827_U_18,2,240,405,3619.0,5241.0,0.6905170768937225,915.0,0.2528322741088699,45,15
2026-03-13,1393827_U_27,2,266,395,4009.0,5870.0,0.6829642248722317,75.0,0.018707907208780246,45,16
2026-03-13,1414833_U_65,2,284,501,4308.0,7881.0,0.546631138180434,0.0,0.0,OC1,16
2026-03-13,1393827_U_52,2,284,377,4282.0,5783.0,0.7404461352239322,0.0,0.0,45,16
2026-03-13,1364755_U_35,2,500,635,7671.0,10494.0,0.730989136649514,15.0,0.0019554165037152915,55A,16
2026-03-13,1364755_U_21,2,398,535,6487.0,8589.0,0.7552683665153103,0.0,0.0,55A,16
2026-03-13,1345046_U_17,2,532,581,8150.0,9894.0,0.823731554477461,0.0,0.0,39A,16
2026-03-13,1364755_U_31,2,516,594,8120.0,9562.0,0.849194729136164,0.0,0.0,55A,16
2026-03-13,1399122_U_4,2,836,997,12728.0,15100.0,0.8429139072847682,45.0,0.003535512256442489,38A,16
2026-03-13,1364755_U_41,2,623,645,9563.0,9861.0,0.9697799411824358,15.0,0.0015685454355327825,55A,16
2026-03-13,1413904_U_35,2,562,933,8600.0,13719.0,0.6268678475107515,465.0,0.05406976744186046,OC2,16
2026-03-13,1399122_U_44,2,824,907,12549.0,13869.0,0.9048237075492105,0.0,0.0,38A,16
2026-03-13,1364746_U_63,2,114,146,1719.0,2267.0,0.7582708425231584,0.0,0.0,34A,16
2026-03-13,1393827_U_46,2,347,406,5331.0,6081.0,0.876665022200296,135.0,0.025323579065841307,45,16
2026-03-13,1364751_U_29,2,753,879,11438.0,14558.0,0.785684846819618,0.0,0.0,46,17
2026-03-13,1364755_U_53,2,323,640,5607.0,10595.0,0.5292118924020764,0.0,0.0,55A,18
2026-03-13,1364751_U_6,2,665,838,10133.0,12654.0,0.8007744586691955,136.0,0.013421494128096319,46,17
2026-03-13,1393827_U_62,2,127,211,1906.0,3049.0,0.6251229911446375,135.0,0.0708289611752361,45,16
2026-03-13,1364748_U_79,2,245,264,3737.0,6890.0,0.5423802612481857,0.0,0.0,36,17
2026-03-13,1364755_U_49,2,337,600,5149.0,9142.0,0.5632246773134981,18.0,0.0034958244319285296,55A,18
2026-03-13,1393827_U_147,2,318,394,4910.0,6200.0,0.7919354838709678,0.0,0.0,45,17
2026-03-13,1413903_U_54,2,384,477,5779.0,11243.0,0.5140087165347327,0.0,0.0,OC3,18
2026-03-13,1393827_U_53,2,368,457,5656.0,7039.0,0.8035232277312118,0.0,0.0,45,17
2026-03-13,1393827_U_126,2,299,456,4564.0,7085.0,0.6441778405081158,0.0,0.0,45,17
2026-03-13,1393827_U_28,2,388,455,6079.0,7070.0,0.8598302687411599,15.0,0.0024675111037999672,45,17
2026-03-13,1393827_U_68,2,113,211,1699.0,3138.0,0.541427660930529,75.0,0.04414361389052384,45,17
2026-03-13,1481779_U_125,2,226,390,3377.0,17995.0,0.18766323978883023,0.0,0.0,67,21
2026-03-13,1374663_U_110,2,617,678,9548.0,11979.0,0.7970615243342516,0.0,0.0,48,17
2026-03-13,1414833_U_30,2,547,651,8331.0,15491.0,0.5377961396940159,0.0,0.0,OC1,17
2026-03-13,1364751_U_12,2,700,826,10583.0,11962.0,0.8847182745360308,571.0,0.053954455258433336,46,18
2026-03-13,1364751_U_53,2,741,743,11199.0,12970.0,0.8634541249036237,0.0,0.0,46,18
2026-03-13,1413904_U_29,2,173,300,2595.0,4486.0,0.5784663397235845,74.0,0.028516377649325627,OC2,18
2026-03-13,1359254_U_77,2,330,465,4970.0,7131.0,0.6969569485345674,0.0,0.0,62,18
2026-03-13,1364748_U_8,2,170,276,2553.0,3648.0,0.6998355263157895,482.0,0.18879749314531924,36,19
2026-03-13,1413904_U_6,2,246,329,3691.0,5103.0,0.7233000195963158,0.0,0.0,OC2,18
2026-03-13,1399122_U_20,2,447,800,7505.0,12938.0,0.5800742000309167,0.0,0.0,38A,19
2026-03-13,1393827_U_38,2,318,388,4790.0,5900.0,0.811864406779661,0.0,0.0,45,18
2026-03-13,1399122_U_55,2,605,901,9667.0,14141.0,0.6836150201541616,0.0,0.0,38A,19
2026-03-13,1414833_U_52,2,501,515,7535.0,10793.0,0.6981376818308163,0.0,0.0,OC1,18
2026-03-13,1393827_U_47,2,351,391,5284.0,5851.0,0.9030934882925996,19.0,0.003595760787282362,45,18
2026-03-13,1393827_U_148,2,333,359,5014.0,6214.0,0.8068876729964596,0.0,0.0,45,18
2026-03-13,1393827_U_63,2,151,167,2266.0,5509.0,0.41132691958613177,0.0,0.0,45,19
2026-03-13,1413903_U_61,2,607,750,9127.0,9127.0,1.0,2131.0,0.23348307220335268,OC3,18
2026-03-13,1364748_U_16,2,321,465,4938.0,7069.0,0.6985429339369076,15.0,0.003037667071688943,36,18
2026-03-13,1477764_U_92,2,436,575,6770.0,8121.0,0.8336411771949267,721.0,0.10649926144756278,61,19
2026-03-13,1364748_U_80,2,267,493,4007.0,7475.0,0.5360535117056856,0.0,0.0,36,19
2026-03-13,1414833_U_23,2,441,687,6612.0,12518.0,0.5281993928742611,0.0,0.0,OC1,19
2026-03-13,1393827_U_120,2,156,184,2341.0,8121.0,0.2882649919960596,0.0,0.0,45,19
2026-03-13,1413904_U_50,2,472,541,7083.0,9185.0,0.7711486118671748,0.0,0.0,OC2,19
2026-03-13,1379485_U_43,2,262,301,4683.0,8977.0,0.521666481007018,0.0,0.0,53,19
2026-03-13,1413904_U_56,2,441,657,6620.0,10769.0,0.6147274584455381,0.0,0.0,OC2,19
2026-03-13,1374663_U_21,3,247,532,3858.0,8557.0,0.45085894589225195,0.0,0.0,48,20
2026-03-13,1393827_U_149,2,172,283,2567.0,5044.0,0.5089214908802537,0.0,0.0,45,20
2026-03-13,1393827_U_141,2,137,182,2042.0,5074.0,0.4024438312968073,0.0,0.0,45,21
2026-03-13,1374663_U_14,2,259,387,3918.0,5720.0,0.6849650349650349,105.0,0.02679938744257274,48,20
2026-03-13,1349260_U_28,2,131,225,1953.0,3288.0,0.593978102189781,61.0,0.03123399897593446,24,20
2026-03-13,1374663_U_47,2,354,538,5299.0,8427.0,0.628812151418061,165.0,0.031137950556708812,48,20
2026-03-13,1379485_U_109,2,211,314,4730.0,5945.0,0.7956265769554247,316.0,0.0668076109936575,53,20
2026-03-13,1374663_U_38,2,220,435,3864.0,7887.0,0.4899201217192849,0.0,0.0,48,22
2026-03-13,1374663_U_97,2,319,480,5921.0,8473.0,0.6988079782839608,0.0,0.0,48,21
2026-03-14,T75279,52,4159,57541,65623.0,86387.0,0.7596397606121291,60683.0,0.9247215153223717,30,4
2026-03-14,T75280,17,3868,34716,58431.0,84450.0,0.6919005328596803,57590.0,0.9856069552121306,47,5
2026-03-14,1314437_S_1,3,390,489,5841.0,21981.0,0.2657294936536099,0.0,0.0,36,8
2026-03-14,T75281,3,3244,6292,48853.0,54813.0,0.8912666703154362,22940.0,0.46957198124987204,47B,6
2026-03-14,1437078_S_4,2,166,241,2509.0,3560.0,0.7047752808988764,75.0,0.029892387405340774,41BC,8
2026-03-14,1357583_S_83,2,206,342,4158.0,6230.0,0.6674157303370787,0.0,0.0,33,8
2026-03-14,1257558_S_17,2,158,308,2357.0,4128.0,0.5709786821705426,465.0,0.1972846839202376,32,9
2026-03-14,1357583_S_39,3,202,388,3017.0,6921.0,0.4359196647883254,0.0,0.0,33,10
2026-03-14,1357583_S_4,2,208,342,3108.0,5120.0,0.60703125,14.0,0.0045045045045045045,33,9
2026-03-14,1357583_S_106,2,154,274,2301.0,4733.0,0.4861609972533277,0.0,0.0,33,10
2026-03-14,1357583_S_50,2,212,282,3228.0,4279.0,0.7543818649217107,0.0,0.0,33,9
2026-03-14,1289456_S_68,2,341,379,5495.0,6184.0,0.8885834411384217,0.0,0.0,67,10
2026-03-14,1365861_S_37,2,279,404,4171.0,8315.0,0.5016235718580878,0.0,0.0,49.2,10
2026-03-14,1357583_S_95,2,439,451,6935.0,7506.0,0.9239275246469492,0.0,0.0,33,11
2026-03-14,1247883_S_50,2,616,670,9308.0,10088.0,0.9226804123711341,15.0,0.0016115169746454662,48,11
2026-03-14,1247889_S_85,2,511,685,8347.0,10961.0,0.7615181096615272,0.0,0.0,46,11
2026-03-14,1357583_S_10,2,385,459,5765.0,7417.0,0.7772684373736012,0.0,0.0,33,11
2026-03-14,1247864_S_7,2,352,424,5795.0,11380.0,0.5092267135325131,0.0,0.0,53,11
2026-03-14,1357583_S_52,2,270,392,4036.0,6108.0,0.6607727570399476,0.0,0.0,33,12
2026-03-14,1247889_S_32,2,455,675,7086.0,10389.0,0.6820675714698239,0.0,0.0,46,11
2026-03-14,1357583_S_21,3,540,907,8092.0,13061.0,0.6195543985912257,931.0,0.11505190311418685,33,13
2026-03-14,1257562_S_17,2,329,611,4924.0,8648.0,0.5693802035152636,495.0,0.10052802599512592,OC2,11
2026-03-14,1357583_S_85,3,284,444,4834.0,7116.0,0.6793142214727375,195.0,0.04033926354985519,33,11
2026-03-14,1357583_S_41,2,236,434,3526.0,8497.0,0.4149699894080264,0.0,0.0,33,13
2026-03-14,1247889_S_53,2,344,421,5840.0,6455.0,0.9047250193648335,525.0,0.0898972602739726,46,12
2026-03-14,1357583_S_108,2,233,390,3585.0,6077.0,0.5899292414020075,0.0,0.0,33,12
2026-03-14,1220192_S_39,2,190,194,2838.0,6171.0,0.45989304812834225,0.0,0.0,62,13
2026-03-14,1285376_S_42,2,228,230,3408.0,3482.0,0.9787478460654796,0.0,0.0,49.1,12
2026-03-14,1357583_S_63,2,87,167,1292.0,2493.0,0.5182511030886482,0.0,0.0,33,12
2026-03-14,1247864_S_8,2,339,447,5942.0,11377.0,0.52228179660719,0.0,0.0,53,12
2026-03-14,1220192_S_35,2,112,121,1668.0,1923.0,0.8673946957878315,0.0,0.0,62,12
2026-03-14,1357583_S_11,2,604,630,10824.0,11215.0,0.9651359786000892,0.0,0.0,33,13
2026-03-14,1257562_S_51,2,44,80,642.0,1213.0,0.5292662819455894,0.0,0.0,OC2,13
2026-03-14,1247889_S_15,2,606,699,9534.0,12777.0,0.7461845503639352,0.0,0.0,46,14
2026-03-14,1247889_S_9,2,409,449,7461.0,7461.0,1.0,2252.0,0.3018362149845865,46,13
2026-03-14,1247889_S_80,2,710,788,11065.0,12893.0,0.8582176374777011,0.0,0.0,46,13
2026-03-14,1257562_S_52,2,542,636,8122.0,9743.0,0.8336241404084984,0.0,0.0,OC2,13
2026-03-14,1247857_S_17,2,64,108,2056.0,5449.0,0.3773169388878693,0.0,0.0,34A,14
2026-03-14,1257562_S_10,2,466,504,7132.0,8212.0,0.8684851436921578,0.0,0.0,OC2,13
2026-03-14,1247889_S_83,2,712,718,11575.0,11575.0,1.0,76.0,0.006565874730021598,46,13
2026-03-14,1247889_S_28,2,186,362,2807.0,5450.0,0.515045871559633,0.0,0.0,46,13
2026-03-14,1247864_S_9,2,264,368,4158.0,9233.0,0.45034116755117515,0.0,0.0,53,14
2026-03-14,1257562_S_18,2,530,708,8092.0,10764.0,0.7517651430694909,0.0,0.0,OC2,14
2026-03-14,1247889_S_21,3,562,602,8483.0,9113.0,0.9308679907823988,0.0,0.0,46,14
2026-03-14,1257562_S_24,2,410,575,6893.0,9670.0,0.71282316442606,0.0,0.0,OC2,14
2026-03-14,1247883_S_27,2,570,602,8542.0,9743.0,0.8767320127270861,0.0,0.0,48,14
2026-03-14,1257563_S_6,2,358,660,5571.0,10374.0,0.5370156159629844,0.0,0.0,OC3,15
2026-03-14,1247879_S_4,2,619,763,9517.0,11680.0,0.8148116438356164,0.0,0.0,38A,15
2026-03-14,1247889_S_55,2,564,720,8872.0,11184.0,0.7932761087267525,45.0,0.005072137060414788,46,15
2026-03-14,1247889_S_10,2,545,655,8421.0,10554.0,0.797896532120523,0.0,0.0,46,15
2026-03-14,1257562_S_42,2,272,505,4069.0,7868.0,0.5171581087951195,15.0,0.0036864094372081593,OC2,15
2026-03-14,1257563_S_33,2,400,692,6005.0,10119.0,0.5934380867674671,256.0,0.042631140716069944,OC3,16
2026-03-14,1247879_S_29,2,697,741,10808.0,11469.0,0.9423663789345191,0.0,0.0,38A,15
2026-03-14,1247857_S_29,2,128,206,2508.0,5089.0,0.49282766751817647,0.0,0.0,34A,15
2026-03-14,1247889_S_76,2,524,762,7851.0,11424.0,0.6872373949579832,0.0,0.0,46,17
2026-03-14,1247889_S_22,2,688,903,10313.0,12971.0,0.7950813352864081,555.0,0.053815572578299234,46,17
2026-03-14,1365861_S_68,2,287,341,4294.0,4429.0,0.9695190787988259,661.0,0.15393572426641824,49.2,16
2026-03-14,1247889_S_4,2,483,601,7341.0,9113.0,0.805552507407001,0.0,0.0,46,17
2026-03-14,1247883_S_57,2,111,145,1652.0,1697.0,0.9734826163818503,451.0,0.27300242130750607,48,16
2026-03-14,1357583_S_55,2,266,437,3979.0,6681.0,0.5955695255201318,0.0,0.0,33,16
2026-03-14,1357583_S_33,2,229,401,3438.0,6020.0,0.5710963455149501,15.0,0.004363001745200698,33,16
2026-03-14,1247883_S_28,2,550,708,8241.0,10615.0,0.7763542157324541,0.0,0.0,48,17
2026-03-14,1247882_S_45,2,396,506,5929.0,7581.0,0.7820867959372114,0.0,0.0,39A,17
2026-03-14,1247883_S_58,2,491,601,7551.0,9203.0,0.8204933173965011,0.0,0.0,48,17
2026-03-14,1247889_S_38,2,579,834,8722.0,12520.0,0.6966453674121406,15.0,0.00171978903921119,46,17
2026-03-14,1247882_S_28,2,408,468,6110.0,7011.0,0.8714876622450435,0.0,0.0,39A,17
2026-03-14,1247889_S_44,3,563,850,8437.0,12281.0,0.6869961729500855,420.0,0.04978072774682944,46,17
2026-03-14,1247889_S_50,2,478,847,7161.0,13211.0,0.5420482930890924,0.0,0.0,46,17
2026-03-14,1220192_S_51,3,358,728,5360.0,21364.0,0.2508893465643138,0.0,0.0,62,18
2026-03-14,1247889_S_56,2,384,757,5780.0,11590.0,0.4987057808455565,0.0,0.0,46,18
2026-03-14,1247861_S_51,2,169,201,2523.0,3078.0,0.8196881091617934,0.0,0.0,45,18
2026-03-14,1247889_S_11,2,459,804,6875.0,12280.0,0.5598534201954397,195.0,0.028363636363636365,46,19
2026-03-14,1357583_S_26,2,282,378,4309.0,7161.0,0.6017316017316018,0.0,0.0,33,19
2026-03-14,1357583_S_67,2,238,381,3618.0,5766.0,0.627471383975026,0.0,0.0,33,19
2026-03-14,1357583_S_79,2,412,426,6200.0,7656.0,0.8098223615464994,0.0,0.0,33,19
2026-03-14,1247883_S_29,2,433,564,6485.0,8452.0,0.7672740179839092,0.0,0.0,48,19
2026-03-14,1357583_S_90,2,347,371,5435.0,5435.0,1.0,345.0,0.06347746090156393,33,20
2026-03-14,1247883_S_59,2,385,580,5765.0,8753.0,0.6586313264023763,0.0,0.0,48,20
2026-03-15,T75279,33,5331,27842,84458.0,86381.0,0.9777381600120397,64294.0,0.761254114471098,30,0
2026-03-15,T75280,8,3729,21151,57433.0,85736.0,0.6698819632359803,54220.0,0.9440565528528895,47,5
2026-03-15,1350107_D_7,2,412,524,6171.0,7853.0,0.7858143384693748,0.0,0.0,OC3,5
2026-03-15,1363305_D_3,2,192,310,2868.0,4129.0,0.6945991765560668,496.0,0.17294281729428174,32,7
2026-03-15,1350100_D_2,2,462,544,6921.0,8183.0,0.8457778320909202,0.0,0.0,55A,8
2026-03-15,1247897_D_34,2,472,544,7072.0,7072.0,1.0,1067.0,0.15087669683257918,39A,11
2026-03-15,1350094_D_6,2,120,164,1787.0,5510.0,0.32431941923774954,0.0,0.0,34A,12
2026-03-15,1350092_D_24,2,288,450,4309.0,7131.0,0.6042630767073341,0.0,0.0,33,12
2026-03-15,1350092_D_74,2,284,410,4279.0,5870.0,0.7289608177172061,285.0,0.06660434681000234,33,12
2026-03-15,1350092_D_45,2,186,361,2778.0,6081.0,0.4568327577701036,135.0,0.04859611231101512,33,13
2026-03-15,1350092_D_65,2,274,410,4246.0,5897.0,0.7200271324402239,375.0,0.08831841733396137,33,14
2026-03-15,1350095_D_26,2,217,297,3377.0,6139.0,0.5500895911386219,0.0,0.0,36,14
2026-03-15,1350094_D_17,2,245,257,3891.0,5449.0,0.7140759772435309,0.0,0.0,34A,14
2026-03-15,1285364_D_30,2,149,161,2354.0,3555.0,0.6621659634317862,0.0,0.0,49.1,14
2026-03-15,1247933_D_60,2,217,303,3318.0,4636.0,0.7157031924072477,75.0,0.022603978300180832,45,15
2026-03-15,1247933_D_27,2,199,237,2995.0,4043.0,0.7407865446450655,0.0,0.0,45,15
2026-03-15,1350092_D_46,2,243,464,4023.0,7473.0,0.5383380168606985,17.0,0.004225702212279393,33,15
2026-03-15,1350092_D_66,2,255,365,3828.0,5509.0,0.6948629515338537,0.0,0.0,33,15
2026-03-15,1350095_D_45,2,275,317,4129.0,4249.0,0.9717580607201695,495.0,0.11988374909178978,36,15
2026-03-15,1247933_D_28,2,218,226,3272.0,3723.0,0.8788611334944937,0.0,0.0,45,15
2026-03-15,1247933_D_61,2,216,236,3272.0,3573.0,0.9157570668905681,0.0,0.0,45,15
2026-03-15,1247897_D_6,2,247,269,3918.0,8745.0,0.4480274442538594,0.0,0.0,39A,17
2026-03-15,1247933_D_29,2,213,215,3198.0,4484.0,0.7132024977698483,0.0,0.0,45,17
2026-03-15,1350092_D_67,2,328,334,5059.0,5059.0,1.0,75.0,0.014825064241945048,33,17
2026-03-15,1247897_D_22,2,371,502,5570.0,7552.0,0.737552966101695,0.0,0.0,39A,17
2026-03-15,1350107_D_29,2,398,412,5976.0,12732.0,0.46936852026390197,0.0,0.0,OC3,19
2026-03-15,1247897_D_52,2,368,372,5840.0,5900.0,0.9898305084745763,0.0,0.0,39A,17
2026-03-15,1247933_D_63,2,196,281,2988.0,4459.0,0.6701054047992824,0.0,0.0,45,18
2026-03-15,1247933_D_30,2,210,290,3678.0,4699.0,0.7827197276016173,167.0,0.04540511147362697,45,18
2026-03-15,1350092_D_48,2,316,320,4954.0,5043.0,0.9823517747372595,0.0,0.0,33,18
2026-03-15,1350092_D_28,2,177,348,4293.0,7475.0,0.5743143812709031,0.0,0.0,33,18
2026-03-15,1247894_D_53,2,294,534,4399.0,8002.0,0.5497375656085979,0.0,0.0,35,18
2026-03-15,1350092_D_19,2,266,430,4008.0,6921.0,0.5791070654529692,0.0,0.0,33,18
2026-03-15,1247933_D_31,2,138,222,3199.0,5750.0,0.5563478260869565,0.0,0.0,45,19
2026-03-15,1247933_D_64,2,163,305,2675.0,4430.0,0.6038374717832957,393.0,0.1469158878504673,45,19
2026-03-15,1247894_D_11,2,214,365,3197.0,5597.0,0.5711988565302841,0.0,0.0,35,19
2026-03-15,1247897_D_37,2,382,528,5781.0,8061.0,0.7171566803126163,0.0,0.0,39A,19
2026-03-15,1350092_D_78,3,190,404,2956.0,6861.0,0.43084098527911385,0.0,0.0,33,21
2026-03-15,1350092_D_57,2,236,409,4564.0,7687.0,0.5937296734746975,180.0,0.03943908851884312,33,20
2026-03-15,1247933_D_32,2,190,241,3618.0,5659.0,0.6393355716557696,60.0,0.01658374792703151,45,20
2026-03-15,1350092_D_49,2,194,268,3167.0,4278.0,0.7402992052360916,15.0,0.00473634354278497,33,20
2026-03-15,1247933_D_65,2,137,213,2072.0,3333.0,0.6216621662166216,0.0,0.0,45,20
2026-03-15,1350092_D_29,2,331,347,5136.0,6667.0,0.7703614819259037,0.0,0.0,33,21
2026-03-15,1247894_D_54,2,252,348,3903.0,5374.0,0.7262746557499069,0.0,0.0,35,21
2026-03-15,1247894_D_12,2,321,391,5525.0,6606.0,0.8363608840448078,0.0,0.0,35,21
2026-03-16,T75279,69,5021,103381,77795.0,86067.0,0.9038888307946135,60515.0,0.7778777556398226,30,0
2026-03-16,T75280,35,3808,73209,57813.0,85797.0,0.6738347494667646,57333.0,0.9916973691038348,47,5
2026-03-16,1359254_U_4,2,502,596,7553.0,9804.0,0.7703998368013056,0.0,0.0,62,5
2026-03-16,1359254_U_7,2,249,353,3725.0,9324.0,0.3995066495066495,0.0,0.0,62,5
2026-03-16,1359254_U_10,2,478,818,7162.0,12086.0,0.5925864636769816,164.0,0.022898631667132085,62,5
2026-03-16,1359254_U_13,2,476,762,7131.0,13512.0,0.5277531083481349,0.0,0.0,62,7
2026-03-16,1359254_U_22,2,576,938,9049.0,16589.0,0.5454819458677437,0.0,0.0,62,8
2026-03-16,1359254_U_25,2,316,474,4729.0,12475.0,0.37907815631262526,0.0,0.0,62,6
2026-03-16,T75281,8,3237,10367,49675.0,60377.0,0.8227470725607433,48923.0,0.984861600402617,47B,6
2026-03-16,1359254_U_28,2,627,917,11153.0,20583.0,0.5418549288247583,0.0,0.0,62,8
2026-03-16,1359254_U_16,3,412,599,6170.0,9712.0,0.6352965403624382,15.0,0.0024311183144246355,62,7
2026-03-16,1359254_U_31,2,527,741,8661.0,18361.0,0.4717063340776646,0.0,0.0,62,9
2026-03-16,1431265_U_67,2,302,542,4517.0,20910.0,0.21602104256336682,0.0,0.0,49.2,6
2026-03-16,1359254_U_34,2,459,651,7342.0,18540.0,0.3960086299892125,0.0,0.0,62,9
2026-03-16,1431265_U_73,2,348,639,5208.0,23342.0,0.22311712792391397,0.0,0.0,49.2,11
2026-03-16,T75282,7,1534,6143,23647.0,52752.0,0.448267364270549,21936.0,0.9276440986171607,47A,6
2026-03-16,1431265_U_79,2,329,619,4926.0,24816.0,0.1985009671179884,0.0,0.0,49.2,6
2026-03-16,1359254_U_37,2,448,586,6950.0,19739.0,0.3520948376310857,0.0,0.0,62,10
2026-03-16,1431265_U_85,2,318,618,4819.0,27937.0,0.17249525718581094,0.0,0.0,49.2,13
2026-03-16,1431265_U_91,2,324,627,4849.0,30190.0,0.1606160980457105,0.0,0.0,49.2,6
2026-03-16,1359254_U_40,2,721,811,12069.0,26451.0,0.45627764545763866,0.0,0.0,62,10
2026-03-16,1431265_U_103,2,317,589,4761.0,32683.0,0.14567206192821958,0.0,0.0,49.2,15
2026-03-16,1429985_U_76,2,246,430,3678.0,6500.0,0.5658461538461539,0.0,0.0,49.1,7
2026-03-16,1481779_U_75,2,45,49,663.0,663.0,1.0,46.0,0.0693815987933635,67,7
2026-03-16,1431265_U_62,2,296,420,4429.0,14277.0,0.31021923373257687,0.0,0.0,49.2,7
2026-03-16,1431265_U_68,2,308,606,4639.0,16919.0,0.2741887818428985,0.0,0.0,49.2,11
2026-03-16,1431265_U_109,2,325,597,4911.0,33550.0,0.1463785394932936,0.0,0.0,49.2,15
2026-03-16,1431265_U_74,2,350,516,5241.0,19411.0,0.2700015455154294,0.0,0.0,49.2,11
2026-03-16,1431265_U_86,2,320,628,4863.0,23929.0,0.2032262108738351,0.0,0.0,49.2,13
2026-03-16,1431265_U_80,2,302,574,4519.0,20849.0,0.21674900474842917,0.0,0.0,49.2,12
2026-03-16,1431265_U_92,2,294,588,4395.0,25562.0,0.1719349033721931,0.0,0.0,49.2,8
2026-03-16,1474792_U_9,2,324,346,4844.0,20727.0,0.2337048294495103,0.0,0.0,26,8
2026-03-16,1431265_U_104,2,330,653,4935.0,28926.0,0.17060775772661274,0.0,0.0,49.2,8
2026-03-16,1431265_U_98,2,240,363,3584.0,26493.0,0.13528101762729777,0.0,0.0,49.2,8
2026-03-16,1431265_U_63,3,270,545,4095.0,24602.0,0.1664498821234046,0.0,0.0,49.2,8
2026-03-16,1431265_U_110,2,308,593,4667.0,29678.0,0.1572545319765483,0.0,0.0,49.2,9
2026-03-16,1431265_U_81,2,314,615,4878.0,17267.0,0.2825041987606417,0.0,0.0,49.2,9
2026-03-16,1431265_U_87,2,318,630,4969.0,19742.0,0.25169688987944483,0.0,0.0,49.2,13
2026-03-16,1431265_U_111,2,321,530,4852.0,25208.0,0.1924785782291336,0.0,0.0,49.2,15
2026-03-16,1431265_U_64,2,207,393,3109.0,5810.0,0.5351118760757315,77.0,0.024766806046960438,49.2,10
2026-03-16,1431265_U_82,2,316,441,4774.0,12910.0,0.3697908597986057,0.0,0.0,49.2,12
2026-03-16,1359254_U_41,2,422,520,6323.0,8426.0,0.7504153809636839,0.0,0.0,62,11
2026-03-16,1359254_U_48,2,242,274,3615.0,4369.0,0.8274204623483634,0.0,0.0,62,11
2026-03-16,1474792_U_19,2,152,242,2326.0,14847.0,0.15666464605644237,0.0,0.0,26,12
2026-03-16,1359254_U_47,2,196,202,2927.0,3108.0,0.9417631917631918,0.0,0.0,62,12
2026-03-16,1431265_U_78,2,338,362,5061.0,14067.0,0.35977820430795476,0.0,0.0,49.2,12
2026-03-16,1349260_U_17,2,281,357,4998.0,9232.0,0.5413778162911612,0.0,0.0,24,13
2026-03-16,1359254_U_53,2,464,490,7551.0,8062.0,0.9366162242619698,0.0,0.0,62,13
2026-03-16,1359254_U_54,2,228,232,3650.0,3712.0,0.9832974137931034,0.0,0.0,62,12
2026-03-16,1439975_U_79,2,442,460,6861.0,8752.0,0.7839351005484461,0.0,0.0,31,14
2026-03-16,1477768_U_41,2,346,366,5569.0,13015.0,0.4278908951210142,0.0,0.0,41JB,16
2026-03-16,1359254_U_61,2,292,323,4414.0,9789.0,0.45091429155174173,0.0,0.0,62,16
2026-03-16,1429985_U_63,2,262,311,3920.0,7013.0,0.5589619278482818,0.0,0.0,49.1,15
2026-03-16,1431265_U_105,2,327,564,4912.0,5720.0,0.8587412587412587,2780.0,0.5659609120521173,49.2,15
2026-03-16,1431265_U_107,2,219,255,3317.0,3888.0,0.8531378600823045,0.0,0.0,49.2,16
2026-03-16,1429985_U_39,2,251,416,3842.0,5946.0,0.6461486713757147,359.0,0.09344091618948465,49.1,16
